fiscal_year,fund,department,class_id,class,minor_class_id,minor_class,total
2016,Airport Operating Fund,Fleet Management,3,Materials and Supplies,335,Lubricants,$22000.00
2016,Airport Operating Fund,Fleet Management,3,Materials and Supplies,340,#2 Diesel Fuel,$318000.00
2016,Airport Operating Fund,Fleet Management,3,Materials and Supplies,345,Gasoline,$265000.00
2016,Airport Operating Fund,Fleet Management,4,Equipment,411,General Equipment and Machinery,$20000.00
2016,Airport Operating Fund,Fleet Management,4,Equipment,420,Office Equipment,$3000.00
2016,Airport Operating Fund,Fleet Management,4,Equipment,423,Plumbing/air Conditioning/space Htg,$2000.00
2016,Airport Operating Fund,Fleet Management,4,Equipment,427,Computer Equipment & Peripherals,$7000.00
2016,Airport Operating Fund,Fleet Management,4,Equipment,428,Vehicles -- Motor and Motorless,$4800000.00
2016,Airport Operating Fund,Fleet Management,4,Equipment,430,Furniture and Furnishings,$8000.00
2016,Airport Operating Fund,Finance - Employee Benefits,1,Personal Services,186,Flex Cash,$24650.00
2016,Airport Operating Fund,Finance - Employee Benefits,1,Personal Services,187,Worker's Comp-disability Comp,$650000.00
2016,Airport Operating Fund,Finance - Employee Benefits,1,Personal Services,188,Worker's Comp-medical,$750000.00
2016,Airport Operating Fund,Finance - Employee Benefits,1,Personal Services,189,Medicare Tax,$975000.00
2016,Airport Operating Fund,Finance - Employee Benefits,1,Personal Services,190,Pension-obligation Bond Payments,$6100000.00
2016,Airport Operating Fund,Finance - Employee Benefits,1,Personal Services,191,Pension,$25200000.00
2016,Airport Operating Fund,Finance - Employee Benefits,1,Personal Services,192,FICA Taxes,$2900880.00
2016,Airport Operating Fund,Finance - Employee Benefits,1,Personal Services,193,Medical Health & Welfare Credit,$20033809.00
2016,Airport Operating Fund,Finance - Employee Benefits,1,Personal Services,194,Group Life Insurance,$131515.00
2016,Airport Operating Fund,Finance - Employee Benefits,1,Personal Services,195,Group Legal Insurance,$201480.00
2016,Airport Operating Fund,Finance - Employee Benefits,1,Personal Services,196,Unemployment Comp Insurance,$200000.00
2016,Airport Operating Fund,Finance - Employee Benefits,1,Personal Services,197,Auto Mechanic Tool Insurance,$26937.00
2016,Airport Operating Fund,Director of Finance,2,Purchase of Services,280,Insurance and Official Bonds,$4146000.00
2016,Airport Operating Fund,Director of Finance,5,"Contributions, Indemnities, Refunds, Taxes",513,Indemnities-interdepartmental Trans,$2512000.00
2016,Airport Operating Fund,Sinking Fund Commission,7,Debt Service,701,Interest on City Debt -- Long-term,$58767128.00
2016,Airport Operating Fund,Sinking Fund Commission,7,Debt Service,702,Principal Payments on City Debt-l/t,$60215000.00
2016,Airport Operating Fund,Sinking Fund Commission,7,Debt Service,705,Commitment Fee Expense,$4423000.00
2016,Airport Operating Fund,Sinking Fund Commission,7,Debt Service,706,Arbitrage Payments,$100000.00
2016,Airport Operating Fund,Commerce,1,Personal Services,100,Salary Control,$250000.00
2016,Airport Operating Fund,Commerce,1,Personal Services,101,Perm Full Time-civilian,$36247207.00
2016,Airport Operating Fund,Commerce,1,Personal Services,109,Plus/minus Gross Adj,$250000.00
2016,Airport Operating Fund,Commerce,1,Personal Services,111,Perm Part Time,$40000.00
2016,Airport Operating Fund,Commerce,1,Personal Services,121,Temporary Seasonal,$950000.00
2016,Airport Operating Fund,Commerce,1,Personal Services,161,Overtime Civilian,$7250000.00
2016,Airport Operating Fund,Commerce,1,Personal Services,171,"Holiday ""g""(2/3 Shifts)",$880793.00
2016,Airport Operating Fund,Commerce,1,Personal Services,181,Shift,$350000.00
2016,Airport Operating Fund,Commerce,2,Purchase of Services,202,Janitorial Services,$135000.00
2016,Airport Operating Fund,Commerce,2,Purchase of Services,205,Refuse/garbage/silt/sludge Removal,$540000.00
2016,Airport Operating Fund,Commerce,2,Purchase of Services,209,Telephone,$90000.00
2016,Airport Operating Fund,Commerce,2,Purchase of Services,211,Transportation,$160000.00
2016,Airport Operating Fund,Commerce,2,Purchase of Services,215,Licenses Permits Inspection Charges,$90000.00
2016,Airport Operating Fund,Commerce,2,Purchase of Services,216,Commercial Off-shelf Comp Software,$190000.00
2016,Airport Operating Fund,Commerce,2,Purchase of Services,230,Meals-non-travel & Officl Entertain,$85000.00
2016,Airport Operating Fund,Commerce,2,Purchase of Services,240,Advertising/promotional Activities,$1180000.00
2016,Airport Operating Fund,Commerce,2,Purchase of Services,250,Professional Consult/spec Services,$29983000.00
2016,Airport Operating Fund,Commerce,2,Purchase of Services,251,Information Technology-prof Service,$2063000.00
2016,Airport Operating Fund,Commerce,2,Purchase of Services,252,Accounting and Auditing Services,$2257887.00
2016,Airport Operating Fund,Commerce,2,Purchase of Services,253,Legal Services,$950000.00
2016,Airport Operating Fund,Commerce,2,Purchase of Services,254,Mental Health & Retardation Service,$203000.00
2016,Airport Operating Fund,Commerce,2,Purchase of Services,255,Dues,$270000.00
2016,Airport Operating Fund,Commerce,2,Purchase of Services,256,Seminar and Training Sessions,$200000.00
2016,Airport Operating Fund,Commerce,2,Purchase of Services,257,Architectural & Engineering Srvcs,$9003954.00
2016,Airport Operating Fund,Commerce,2,Purchase of Services,258,Court Reporters,$2000.00
2016,Airport Operating Fund,Commerce,2,Purchase of Services,260,Repair and Maintenance Charges,$23420000.00
2016,Airport Operating Fund,Commerce,2,Purchase of Services,261,Repaving Repairing & Resurf Streets,$1200000.00
2016,Airport Operating Fund,Commerce,2,Purchase of Services,266,Maint/support-computr Hardware/soft,$535000.00
2016,Airport Operating Fund,Commerce,2,Purchase of Services,284,Ground and Building Rental,$815000.00
2016,Airport Operating Fund,Commerce,2,Purchase of Services,285,Rents,$23000000.00
2016,Airport Operating Fund,Commerce,3,Materials and Supplies,304,Books and Other Publications,$60000.00
2016,Airport Operating Fund,Commerce,3,Materials and Supplies,305,Building and Construction,$729000.00
2016,Airport Operating Fund,Commerce,3,Materials and Supplies,307,Chemicals and Gases,$1245000.00
2016,Airport Operating Fund,Commerce,3,Materials and Supplies,308,Dry Goods/notions/wearing Apparel,$475000.00
2016,Airport Operating Fund,Commerce,3,Materials and Supplies,310,Electrical and Communication,$2000000.00
2016,Airport Operating Fund,Commerce,3,Materials and Supplies,311,General Equipment and Machinery,$100000.00
2016,Airport Operating Fund,Commerce,3,Materials and Supplies,312,Fire Fighting and Safety,$170000.00
2016,Airport Operating Fund,Commerce,3,Materials and Supplies,314,Fuel -- Heating and Lighting,$400000.00
2016,Airport Operating Fund,Commerce,3,Materials and Supplies,316,General Hardware and Minor Tools,$705000.00
2016,Airport Operating Fund,Commerce,3,Materials and Supplies,318,"Janitorial, Laundry and Household",$1650000.00
2016,Airport Operating Fund,Commerce,3,Materials and Supplies,319,Nautical and Aeronautical,$20000.00
2016,Airport Operating Fund,Commerce,3,Materials and Supplies,320,Office Materials and Supplies,$142000.00
2016,Airport Operating Fund,Commerce,3,Materials and Supplies,322,Small Power Tools and Hand Tools,$100000.00
2016,Airport Operating Fund,Commerce,3,Materials and Supplies,323,Plumbing/air Conditioning/space Htg,$805000.00
2016,Airport Operating Fund,Commerce,3,Materials and Supplies,324,"Precision, Photographic and Artists",$59000.00
2016,Airport Operating Fund,Commerce,3,Materials and Supplies,325,Printing,$60000.00
2016,Airport Operating Fund,Commerce,4,Equipment,405,"Construction, Dredging, Conveying",$525000.00
2016,Airport Operating Fund,Commerce,4,Equipment,410,Electrical Lighting Communication,$85000.00
2016,Airport Operating Fund,Commerce,4,Equipment,411,General Equipment and Machinery,$30000.00
2016,Airport Operating Fund,Commerce,4,Equipment,418,Janitorial and Laundry,$85000.00
2016,Airport Operating Fund,Commerce,4,Equipment,419,Nautical and Aeronautical,$25000.00
2016,Airport Operating Fund,Commerce,4,Equipment,420,Office Equipment,$330000.00
2016,Airport Operating Fund,Commerce,4,Equipment,427,Computer Equipment & Peripherals,$2000000.00
2016,Airport Operating Fund,Commerce,4,Equipment,430,Furniture and Furnishings,$250000.00
2016,Airport Operating Fund,Commerce,5,"Contributions, Indemnities, Refunds, Taxes",504,Meritorious Awards,$1000.00
2016,Airport Operating Fund,Commerce,5,"Contributions, Indemnities, Refunds, Taxes",515,Taxes,$2704000.00
2016,Airport Operating Fund,Commerce,5,"Contributions, Indemnities, Refunds, Taxes",589,Other Miscellaneous Claims,$1500000.00
2016,Airport Operating Fund,Commerce,8,Payments to Other Funds,801,Payments to General Fund,$4100000.00
2016,Airport Operating Fund,Commerce,8,Payments to Other Funds,803,Payments to Water Fund,$5000000.00
2016,Airport Operating Fund,Commerce,8,Payments to Other Funds,804,Payments to Capital Projects Fund,$15000000.00
2016,Airport Operating Fund,Commerce,8,Payments to Other Funds,807,Payments to Other Funds,$500000.00
2016,Airport Operating Fund,Law,1,Personal Services,100,Salary Control,$30000.00
2016,Airport Operating Fund,Law,1,Personal Services,101,Perm Full Time-civilian,$1462900.00
2016,Airport Operating Fund,Law,1,Personal Services,111,Perm Part Time,$70403.00
2016,Airport Operating Fund,Law,1,Personal Services,161,Overtime Civilian,$500.00
2016,Airport Operating Fund,Law,2,Purchase of Services,211,Transportation,$1500.00
2016,Airport Operating Fund,Law,2,Purchase of Services,250,Professional Consult/spec Services,$20500.00
2016,Airport Operating Fund,Law,2,Purchase of Services,253,Legal Services,$399189.00
2016,Airport Operating Fund,Law,2,Purchase of Services,256,Seminar and Training Sessions,$10089.00
2016,Airport Operating Fund,Law,2,Purchase of Services,258,Court Reporters,$1161.00
2016,Airport Operating Fund,Law,3,Materials and Supplies,322,Small Power Tools and Hand Tools,$9557.00
2016,Airport Operating Fund,Law,4,Equipment,423,Plumbing/air Conditioning/space Htg,$9800.00
2016,Airport Operating Fund,Law,4,Equipment,430,Furniture and Furnishings,$5000.00
2016,Airport Operating Fund,Mayor's Office of Transportation,1,Personal Services,101,Perm Full Time-civilian,$191299.00
2016,Airport Operating Fund,Mayor-office of Sustainability,1,Personal Services,101,Perm Full Time-civilian,$63873.00
2016,Airport Operating Fund,Mayor-office of Sustainability,2,Purchase of Services,216,Commercial Off-shelf Comp Software,$30000.00
2016,Community Development Fund,Office of Housing,1,Personal Services,100,Salary Control,$1000000.00
2016,Community Development Fund,Office of Housing,1,Personal Services,101,Perm Full Time-civilian,$3572873.00
2016,Community Development Fund,Office of Housing,1,Personal Services,121,Temporary Seasonal,$36000.00
2016,Community Development Fund,Office of Housing,1,Personal Services,161,Overtime Civilian,$22800.00
2016,Community Development Fund,Office of Housing,1,Personal Services,171,"Holiday ""g""(2/3 Shifts)",$1200.00
2016,Community Development Fund,Office of Housing,2,Purchase of Services,209,Telephone,$13500.00
2016,Community Development Fund,Office of Housing,2,Purchase of Services,210,Postage,$40000.00
2016,Community Development Fund,Office of Housing,2,Purchase of Services,211,Transportation,$1000.00
2016,Community Development Fund,Office of Housing,2,Purchase of Services,216,Commercial Off-shelf Comp Software,$20000.00
2016,Community Development Fund,Office of Housing,2,Purchase of Services,230,Meals-non-travel & Officl Entertain,$1000.00
2016,Community Development Fund,Office of Housing,2,Purchase of Services,240,Advertising/promotional Activities,$50000.00
2016,Community Development Fund,Office of Housing,2,Purchase of Services,250,Professional Consult/spec Services,$53879911.00
2016,Community Development Fund,Office of Housing,2,Purchase of Services,251,Information Technology-prof Service,$10000.00
2016,Community Development Fund,Office of Housing,2,Purchase of Services,253,Legal Services,$10000.00
2016,Community Development Fund,Office of Housing,2,Purchase of Services,255,Dues,$5000.00
2016,Community Development Fund,Office of Housing,2,Purchase of Services,256,Seminar and Training Sessions,$11000.00
2016,Community Development Fund,Office of Housing,2,Purchase of Services,260,Repair and Maintenance Charges,$25000.00
2016,Community Development Fund,Office of Housing,2,Purchase of Services,266,Maint/support-computr Hardware/soft,$40000.00
2016,Community Development Fund,Office of Housing,2,Purchase of Services,284,Ground and Building Rental,$400000.00
2016,Community Development Fund,Office of Housing,2,Purchase of Services,285,Rents,$20000.00
2016,Community Development Fund,Office of Housing,2,Purchase of Services,299,Other Expenses (not Othrwse Clssfd),$100000.00
2016,Community Development Fund,Office of Housing,3,Materials and Supplies,304,Books and Other Publications,$2500.00
2016,Community Development Fund,Office of Housing,3,Materials and Supplies,320,Office Materials and Supplies,$65000.00
2016,Community Development Fund,Office of Housing,3,Materials and Supplies,325,Printing,$60000.00
2016,Community Development Fund,Office of Housing,3,Materials and Supplies,345,Gasoline,$3500.00
2016,Community Development Fund,Office of Housing,3,Materials and Supplies,399,Other Materials and Supplies (noc),$100000.00
2016,Community Development Fund,Office of Housing,4,Equipment,420,Office Equipment,$5000.00
2016,Community Development Fund,Office of Housing,4,Equipment,427,Computer Equipment & Peripherals,$20000.00
2016,Community Development Fund,Office of Housing,4,Equipment,499,Other Equipment (noc),$25000.00
2016,Community Development Fund,Office of Housing,8,Payments to Other Funds,801,Payments to General Fund,$30000.00
2016,Community Development Fund,Licenses & Inspections,1,Personal Services,101,Perm Full Time-civilian,$514818.00
2016,Community Development Fund,Finance - Employee Benefits,1,Personal Services,186,Flex Cash,$4406.00
2016,Community Development Fund,Finance - Employee Benefits,1,Personal Services,187,Worker's Comp-disability Comp,$108947.00
2016,Community Development Fund,Finance - Employee Benefits,1,Personal Services,189,Medicare Tax,$86905.00
2016,Community Development Fund,Finance - Employee Benefits,1,Personal Services,190,Pension-obligation Bond Payments,$375000.00
2016,Community Development Fund,Finance - Employee Benefits,1,Personal Services,191,Pension,$2234017.00
2016,Community Development Fund,Finance - Employee Benefits,1,Personal Services,192,FICA Taxes,$371665.00
2016,Community Development Fund,Finance - Employee Benefits,1,Personal Services,193,Medical Health & Welfare Credit,$983216.00
2016,Community Development Fund,Finance - Employee Benefits,1,Personal Services,194,Group Life Insurance,$43887.00
2016,Community Development Fund,Finance - Employee Benefits,1,Personal Services,195,Group Legal Insurance,$8028.00
2016,Community Development Fund,Finance - Employee Benefits,1,Personal Services,196,Unemployment Comp Insurance,$20488.00
2016,Community Development Fund,Director of Finance,9,Advances & Other Misc Payments,999,Standby Authorizations,$20000000.00
2016,Community Development Fund,Commerce,1,Personal Services,100,Salary Control,$44545.00
2016,Community Development Fund,Commerce,1,Personal Services,101,Perm Full Time-civilian,$890909.00
2016,Community Development Fund,Commerce,2,Purchase of Services,250,Professional Consult/spec Services,$8461248.00
2016,Community Development Fund,Commerce,3,Materials and Supplies,320,Office Materials and Supplies,$3000.00
2016,Community Development Fund,Commerce,4,Equipment,427,Computer Equipment & Peripherals,$5000.00
2016,Community Development Fund,Law,1,Personal Services,101,Perm Full Time-civilian,$154637.00
